1.096989326622084788e-06,2.698267610697456041e-08,2.070488211019433558e-07,7.032528542832803528e-08,6.691823363319645115e-08,2.675419378332262257e-06,2.107447350079181074e-07,6.338204339972876746e-07,-2.442829032876113113e-05,2.909274822772171936e-05,-4.031781191657896852e+04
2.698267610697457033e-08,2.787392694982582524e-06,-2.076237782493725304e-07,1.222562073308705141e-07,3.251850364713888780e-07,-1.231011669296874330e-07,9.974313294228632081e-07,3.531391512099094435e-08,-1.745000834209575727e-06,1.678404264481603392e-05,-1.685445506527414836e+05
2.070488211019433558e-07,-2.076237782493725304e-07,1.027808492055646278e-06,5.889242460845473403e-08,1.001386109543075614e-07,3.166429113710949737e-05,1.892086336825355727e-06,-2.342111990221342010e-07,2.785532595281742412e-05,2.763798739500605928e-05,-7.734977176448704267e+04
7.032528542832803528e-08,1.222562073308705141e-07,5.889242460845473403e-08,2.635650454401637373e-07,1.082540803709304549e-07,-1.043356060992056947e-06,-3.838778329338713250e-08,2.937450738737903551e-08,-1.964596371709349552e-05,1.856229765793455771e-06,-1.548279588919905364e+05
6.691823363319645115e-08,3.251850364713889309e-07,1.001386109543075614e-07,1.082540803709304549e-07,3.197484967757907909e-07,7.233609857673214954e-07,1.666422202033748025e-07,-1.253745995170260264e-08,-1.752992151435228395e-05,3.626620075726019607e-05,-2.121245259692042600e+05
2.675419378332262257e-06,-1.231011669296874330e-07,3.166429113710949737e-05,-1.043356060992056947e-06,7.233609857673214954e-07,1.201872528844876841e-03,7.459356547344172150e-05,-1.052329558736319575e-05,1.061148288435213036e-03,-7.761682068441241172e-04,2.973065888952938840e+06
2.107447350079181338e-07,9.974313294228632081e-07,1.892086336825355727e-06,-3.838778329338713250e-08,1.666422202033748025e-07,7.459356547344172150e-05,5.016142398155263667e-06,-6.230973639118021463e-07,6.396891167555928586e-05,-3.392348073612566509e-05,1.296095611512733740e+05
6.338204339972876746e-07,3.531391512099094435e-08,-2.342111990221341480e-07,2.937450738737903551e-08,-1.253745995170260595e-08,-1.052329558736319575e-05,-6.230973639118021463e-07,5.165425848667331816e-07,-3.913384108567728107e-06,3.382755022290699057e-05,3.302812273818092217e+04
-2.442829032876113113e-05,-1.745000834209575727e-06,2.785532595281742412e-05,-1.964596371709349552e-05,-1.752992151435228056e-05,1.061148288435212819e-03,6.396891167555928586e-05,-3.913384108567728954e-06,6.322176656733775602e-01,9.546413491231309223e-02,9.459206534811499715e+07
2.909274822772171259e-05,1.678404264481603392e-05,2.763798739500605928e-05,1.856229765793455348e-06,3.626620075726018930e-05,-7.761682068441243341e-04,-3.392348073612565153e-05,3.382755022290699734e-05,9.546413491231307835e-02,7.244010578617104956e-01,6.414322285962580889e+07
-4.031781191657896852e+04,-1.685445506527415127e+05,-7.734977176448704267e+04,-1.548279588919905364e+05,-2.121245259692042891e+05,2.973065888952938840e+06,1.296095611512733740e+05,3.302812273818092217e+04,9.459206534811501205e+07,6.414322285962580889e+07,4.780064635542893440e+17
